
SetupTitle, I/V Sweep
PrimitiveTest, I/V Sweep
DataValue, 2.2, -7.1618000000000011E-10, 1.1733E-06, 1.1733E-06, 7.1618000000000011E-10
DataValue, 2.4, -7.305E-10, 1.196E-06, 1.196E-06, 7.305E-10
DataValue, 2.6, -7.437200000000001E-10, 1.2106000000000001E-06, 1.2106000000000001E-06, 7.437200000000001E-10
DataValue, 2.8000000000000003, -7.563400000000001E-10, 1.2220000000000001E-06, 1.2220000000000001E-06, 7.563400000000001E-10
DataValue, 3, -7.7023E-10, 1.2308000000000001E-06, 1.2308000000000001E-06, 7.7023E-10
DataValue, 3.2, -7.8383000000000007E-10, 1.2391000000000001E-06, 1.2391000000000001E-06, 7.8383000000000007E-10
DataValue, 3.4, -7.9728000000000006E-10, 1.2447000000000001E-06, 1.2447000000000001E-06, 7.9728000000000006E-10
DataValue, 3.6, -8.108800000000001E-10, 1.2489000000000002E-06, 1.2489000000000002E-06, 8.108800000000001E-10
DataValue, 3.8000000000000003, -8.243E-10, 1.2536000000000002E-06, 1.2536000000000002E-06, 8.243E-10
DataValue, 4, -8.3907000000000008E-10, 1.2564000000000002E-06, 1.2564000000000002E-06, 8.3907000000000008E-10
DataValue, 4.2, -8.5358000000000007E-10, 1.2583E-06, 1.2583E-06, 8.5358000000000007E-10
DataValue, 4.4, -8.6944E-10, 1.2605E-06, 1.2605E-06, 8.6944E-10
DataValue, 4.6000000000000005, -8.8510000000000008E-10, 1.2624000000000002E-06, 1.2624000000000002E-06, 8.8510000000000008E-10
DataValue, 4.8, -9.0061000000000006E-10, 1.2636E-06, 1.2636E-06, 9.0061000000000006E-10
DataValue, 5, -9.1645000000000008E-10, 1.2663E-06, 1.2663E-06, 9.1645000000000008E-10
DataValue, 0, -5.7662E-10, 3.6756E-10, 3.6756E-10, 5.7662E-10
DataValue, 0.2, -5.850900000000001E-10, 2.1606E-07, 2.1606E-07, 5.850900000000001E-10
DataValue, 0.4, -5.9737000000000008E-10, 4.0924E-07, 4.0924E-07, 5.9737000000000008E-10
DataValue, 0.6, -6.073400000000001E-10, 6.0042E-07, 6.0042E-07, 6.073400000000001E-10
DataValue, 0.8, -6.1967000000000009E-10, 7.977E-07, 7.977E-07, 6.1967000000000009E-10
DataValue, 1, -6.296500000000001E-10, 9.4892E-07, 9.4892E-07, 6.296500000000001E-10
DataValue, 1.2, -6.4059000000000006E-10, 1.08116E-06, 1.08116E-06, 6.4059000000000006E-10
DataValue, 1.4000000000000001, -6.4975000000000006E-10, 1.1836000000000002E-06, 1.1836000000000002E-06, 6.4975000000000006E-10
DataValue, 1.6, -6.6222E-10, 1.2740000000000002E-06, 1.2740000000000002E-06, 6.6222E-10
DataValue, 1.8, -6.7389E-10, 1.3442000000000002E-06, 1.3442000000000002E-06, 6.7389E-10
DataValue, 2, -6.8517E-10, 1.4014E-06, 1.4014E-06, 6.8517E-10
DataValue, 2.2, -6.9751E-10, 1.4435000000000002E-06, 1.4435000000000002E-06, 6.9751E-10
DataValue, 2.4, -7.1023E-10, 1.4773000000000002E-06, 1.4773000000000002E-06, 7.1023E-10
DataValue, 2.6, -7.225800000000001E-10, 1.5038000000000001E-06, 1.5038000000000001E-06, 7.225800000000001E-10
DataValue, 2.8000000000000003, -7.3495E-10, 1.5220000000000002E-06, 1.5220000000000002E-06, 7.3495E-10
DataValue, 3, -7.4833E-10, 1.5367000000000003E-06, 1.5367000000000003E-06, 7.4833E-10
DataValue, 3.2, -7.6058000000000008E-10, 1.5480000000000003E-06, 1.5480000000000003E-06, 7.6058000000000008E-10
DataValue, 3.4, -7.7491000000000007E-10, 1.5574000000000001E-06, 1.5574000000000001E-06, 7.7491000000000007E-10
DataValue, 3.6, -7.8840000000000009E-10, 1.5655E-06, 1.5655E-06, 7.8840000000000009E-10
DataValue, 3.8000000000000003, -8.026600000000001E-10, 1.5727000000000002E-06, 1.5727000000000002E-06, 8.026600000000001E-10
DataValue, 4, -8.1648000000000006E-10, 1.5761000000000003E-06, 1.5761000000000003E-06, 8.1648000000000006E-10
DataValue, 4.2, -8.3042E-10, 1.5801000000000001E-06, 1.5801000000000001E-06, 8.3042E-10
DataValue, 4.4, -8.4632E-10, 1.5840000000000002E-06, 1.5840000000000002E-06, 8.4632E-10
DataValue, 4.6000000000000005, -8.6106E-10, 1.5869000000000002E-06, 1.5869000000000002E-06, 8.6106E-10
DataValue, 4.8, -8.7604000000000011E-10, 1.5899000000000002E-06, 1.5899000000000002E-06, 8.7604000000000011E-10
DataValue, 5, -8.9250000000000007E-10, 1.5908E-06, 1.5908E-06, 8.9250000000000007E-10
DataValue, 0, -5.6016000000000006E-10, 3.5255000000000004E-10, 3.5255000000000004E-10, 5.6016000000000006E-10
DataValue, 0.2, -5.6858E-10, 2.3558E-07, 2.3558E-07, 5.6858E-10
DataValue, 0.4, -5.8077000000000005E-10, 4.7334E-07, 4.7334E-07, 5.8077000000000005E-10
DataValue, 0.6, -5.9089E-10, 6.9826E-07, 6.9826E-07, 5.9089E-10
DataValue, 0.8, -6.0197E-10, 9.0752E-07, 9.0752E-07, 6.0197E-10
DataValue, 1, -6.1189E-10, 1.09548E-06, 1.09548E-06, 6.1189E-10
DataValue, 1.2, -6.2196000000000009E-10, 1.266E-06, 1.266E-06, 6.2196000000000009E-10
DataValue, 1.4000000000000001, -6.3398E-10, 1.4043E-06, 1.4043E-06, 6.3398E-10
DataValue, 1.6, -6.4408E-10, 1.5221000000000002E-06, 1.5221000000000002E-06, 6.4408E-10
DataValue, 1.8, -6.5681E-10, 1.6203000000000002E-06, 1.6203000000000002E-06, 6.5681E-10
DataValue, 2, -6.6804E-10, 1.7008E-06, 1.7008E-06, 6.6804E-10
DataValue, 2.2, -6.7817E-10, 1.7566000000000003E-06, 1.7566000000000003E-06, 6.7817E-10
DataValue, 2.4, -6.9193E-10, 1.8071000000000002E-06, 1.8071000000000002E-06, 6.9193E-10
DataValue, 2.6, -7.0463000000000008E-10, 1.8438000000000002E-06, 1.8438000000000002E-06, 7.0463000000000008E-10
DataValue, 2.8000000000000003, -7.1715E-10, 1.8736000000000002E-06, 1.8736000000000002E-06, 7.1715E-10
DataValue, 3, -7.3079E-10, 1.8976000000000003E-06, 1.8976000000000003E-06, 7.3079E-10
DataValue, 3.2, -7.4390000000000009E-10, 1.9141E-06, 1.9141E-06, 7.4390000000000009E-10
DataValue, 3.4, -7.569E-10, 1.9299000000000004E-06, 1.9299000000000004E-06, 7.569E-10
DataValue, 3.6, -7.7067000000000009E-10, 1.9424000000000002E-06, 1.9424000000000002E-06, 7.7067000000000009E-10
DataValue, 3.8000000000000003, -7.8433E-10, 1.9496000000000004E-06, 1.9496000000000004E-06, 7.8433E-10
DataValue, 4, -7.9974000000000007E-10, 1.9567000000000003E-06, 1.9567000000000003E-06, 7.9974000000000007E-10
DataValue, 4.2, -8.1288000000000009E-10, 1.9632E-06, 1.9632E-06, 8.1288000000000009E-10
DataValue, 4.4, -8.2809000000000008E-10, 1.9688E-06, 1.9688E-06, 8.2809000000000008E-10
DataValue, 4.6000000000000005, -8.4303E-10, 1.9725E-06, 1.9725E-06, 8.4303E-10
DataValue, 4.8, -8.5784000000000011E-10, 1.9739000000000003E-06, 1.9739000000000003E-06, 8.5784000000000011E-10
DataValue, 5, -8.7412000000000008E-10, 1.9776000000000003E-06, 1.9776000000000003E-06, 8.7412000000000008E-10
DataValue, 0, -5.4566000000000006E-10, 3.5528000000000004E-10, 3.5528000000000004E-10, 5.4566000000000006E-10
DataValue, 0.2, -5.5373E-10, 2.5623999999999997E-07, 2.5623999999999997E-07, 5.5373E-10
DataValue, 0.4, -5.6448E-10, 5.1952E-07, 5.1952E-07, 5.6448E-10
DataValue, 0.6, -5.7576000000000009E-10, 7.7758E-07, 7.7758E-07, 5.7576000000000009E-10
DataValue, 0.8, -5.8564000000000006E-10, 1.01862E-06, 1.01862E-06, 5.8564000000000006E-10
DataValue, 1, -5.9524E-10, 1.2510000000000002E-06, 1.2510000000000002E-06, 5.9524E-10
DataValue, 1.2, -6.0709E-10, 1.4513000000000002E-06, 1.4513000000000002E-06, 6.0709E-10
DataValue, 1.4000000000000001, -6.1778E-10, 1.6334000000000001E-06, 1.6334000000000001E-06, 6.1778E-10
DataValue, 1.6, -6.2866000000000008E-10, 1.7836000000000002E-06, 1.7836000000000002E-06, 6.2866000000000008E-10
DataValue, 1.8, -6.4041000000000007E-10, 1.8960000000000001E-06, 1.8960000000000001E-06, 6.4041000000000007E-10
DataValue, 2, -6.5218E-10, 2.0181E-06, 2.0181E-06, 6.5218E-10
DataValue, 2.2, -6.6352E-10, 2.1021E-06, 2.1021E-06, 6.6352E-10
DataValue, 2.4, -6.7511000000000006E-10, 2.1713000000000003E-06, 2.1713000000000003E-06, 6.7511000000000006E-10
DataValue, 2.6, -6.8797000000000006E-10, 2.2221000000000003E-06, 2.2221000000000003E-06, 6.8797000000000006E-10
DataValue, 2.8000000000000003, -7.0005000000000008E-10, 2.2664E-06, 2.2664E-06, 7.0005000000000008E-10
DataValue, 3, -7.1191000000000008E-10, 2.3012E-06, 2.3012E-06, 7.1191000000000008E-10
DataValue, 3.2, -7.2531000000000005E-10, 2.33E-06, 2.33E-06, 7.2531000000000005E-10
DataValue, 3.4, -7.3915000000000008E-10, 2.3511000000000002E-06, 2.3511000000000002E-06, 7.3915000000000008E-10
DataValue, 3.6, -7.5122E-10, 2.3689000000000003E-06, 2.3689000000000003E-06, 7.5122E-10
DataValue, 3.8000000000000003, -7.6573000000000011E-10, 2.3823E-06, 2.3823E-06, 7.6573000000000011E-10
DataValue, 4, -7.7955000000000006E-10, 2.3935E-06, 2.3935E-06, 7.7955000000000006E-10
DataValue, 4.2, -7.9428000000000007E-10, 2.4024E-06, 2.4024E-06, 7.9428000000000007E-10
DataValue, 4.4, -8.0876000000000011E-10, 2.4103000000000005E-06, 2.4103000000000005E-06, 8.0876000000000011E-10
DataValue, 4.6000000000000005, -8.2295E-10, 2.4156000000000002E-06, 2.4156000000000002E-06, 8.2295E-10
DataValue, 4.8, -8.391E-10, 2.4216000000000002E-06, 2.4216000000000002E-06, 8.391E-10
DataValue, 5, -8.5408000000000012E-10, 2.4262E-06, 2.4262E-06, 8.5408000000000012E-10
DataValue, 0, -5.2996E-10, 3.5192E-10, 3.5192E-10, 5.2996E-10
DataValue, 0.2, -5.3749000000000007E-10, 2.7313999999999997E-07, 2.7313999999999997E-07, 5.3749000000000007E-10
DataValue, 0.4, -5.4892E-10, 5.59E-07, 5.59E-07, 5.4892E-10
DataValue, 0.6, -5.5919E-10, 8.4548E-07, 8.4548E-07, 5.5919E-10
DataValue, 0.8, -5.6836000000000009E-10, 1.12532E-06, 1.12532E-06, 5.6836000000000009E-10
DataValue, 1, -5.7754000000000005E-10, 1.3900000000000002E-06, 1.3900000000000002E-06, 5.7754000000000005E-10
DataValue, 1.2, -5.8823E-10, 1.6331E-06, 1.6331E-06, 5.8823E-10
DataValue, 1.4000000000000001, -6.0098E-10, 1.8484000000000002E-06, 1.8484000000000002E-06, 6.0098E-10
DataValue, 1.6, -6.1257000000000009E-10, 2.0428E-06, 2.0428E-06, 6.1257000000000009E-10
DataValue, 1.8, -6.2257000000000005E-10, 2.2075E-06, 2.2075E-06, 6.2257000000000005E-10
DataValue, 2, -6.337000000000001E-10, 2.3449E-06, 2.3449E-06, 6.337000000000001E-10
DataValue, 2.2, -6.4608E-10, 2.4658E-06, 2.4658E-06, 6.4608E-10
DataValue, 2.4, -6.5844000000000005E-10, 2.5649E-06, 2.5649E-06, 6.5844000000000005E-10
DataValue, 2.6, -6.7072E-10, 2.6414000000000002E-06, 2.6414000000000002E-06, 6.7072E-10
DataValue, 2.8000000000000003, -6.8315000000000007E-10, 2.7045E-06, 2.7045E-06, 6.8315000000000007E-10
DataValue, 3, -6.9507000000000006E-10, 2.7544000000000003E-06, 2.7544000000000003E-06, 6.9507000000000006E-10
DataValue, 3.2, -7.0819E-10, 2.7956000000000004E-06, 2.7956000000000004E-06, 7.0819E-10
DataValue, 3.4, -7.2146E-10, 2.8297E-06, 2.8297E-06, 7.2146E-10
DataValue, 3.6, -7.3413E-10, 2.8542E-06, 2.8542E-06, 7.3413E-10
DataValue, 3.8000000000000003, -7.4772000000000008E-10, 2.8752000000000004E-06, 2.8752000000000004E-06, 7.4772000000000008E-10
DataValue, 4, -7.6169000000000009E-10, 2.8939000000000004E-06, 2.8939000000000004E-06, 7.6169000000000009E-10
DataValue, 4.2, -7.7604E-10, 2.9074000000000003E-06, 2.9074000000000003E-06, 7.7604E-10
DataValue, 4.4, -7.9042E-10, 2.9155000000000003E-06, 2.9155000000000003E-06, 7.9042E-10
DataValue, 4.6000000000000005, -8.0526000000000007E-10, 2.9250000000000004E-06, 2.9250000000000004E-06, 8.0526000000000007E-10
DataValue, 4.8, -8.2054E-10, 2.9320000000000005E-06, 2.9320000000000005E-06, 8.2054E-10
DataValue, 5, -8.3537000000000008E-10, 2.9400000000000002E-06, 2.9400000000000002E-06, 8.3537000000000008E-10
DataValue, 0, -5.1571000000000007E-10, 3.5006000000000003E-10, 3.5006000000000003E-10, 5.1571000000000007E-10
DataValue, 0.2, -5.2375000000000008E-10, 2.9176E-07, 2.9176E-07, 5.2375000000000008E-10
DataValue, 0.4, -5.3465E-10, 6.0366E-07, 6.0366E-07, 5.3465E-10
DataValue, 0.6, -5.4537E-10, 9.242E-07, 9.242E-07, 5.4537E-10
DataValue, 0.8, -5.5335000000000006E-10, 1.2312000000000002E-06, 1.2312000000000002E-06, 5.5335000000000006E-10
DataValue, 1, -5.6473000000000008E-10, 1.5306000000000002E-06, 1.5306000000000002E-06, 5.6473000000000008E-10
DataValue, 1.2, -5.7488000000000009E-10, 1.8139000000000001E-06, 1.8139000000000001E-06, 5.7488000000000009E-10
DataValue, 1.4000000000000001, -5.8471E-10, 2.0735E-06, 2.0735E-06, 5.8471E-10
DataValue, 1.6, -5.9696000000000008E-10, 2.3085000000000004E-06, 2.3085000000000004E-06, 5.9696000000000008E-10
DataValue, 1.8, -6.0730000000000006E-10, 2.5104E-06, 2.5104E-06, 6.0730000000000006E-10
DataValue, 2, -6.173200000000001E-10, 2.6925000000000005E-06, 2.6925000000000005E-06, 6.173200000000001E-10
DataValue, 2.2, -6.3117E-10, 2.8442000000000002E-06, 2.8442000000000002E-06, 6.3117E-10
DataValue, 2.4, -6.419200000000001E-10, 2.9736E-06, 2.9736E-06, 6.419200000000001E-10
DataValue, 2.6, -6.5254E-10, 3.0796E-06, 3.0796E-06, 6.5254E-10
DataValue, 2.8000000000000003, -6.659300000000001E-10, 3.1671E-06, 3.1671E-06, 6.659300000000001E-10
DataValue, 3, -6.7810000000000007E-10, 3.2400000000000003E-06, 3.2400000000000003E-06, 6.7810000000000007E-10
DataValue, 3.2, -6.9137000000000006E-10, 3.2962000000000003E-06, 3.2962000000000003E-06, 6.9137000000000006E-10
DataValue, 3.4, -7.0413E-10, 3.3423E-06, 3.3423E-06, 7.0413E-10
DataValue, 3.6, -7.1732000000000006E-10, 3.3819E-06, 3.3819E-06, 7.1732000000000006E-10
DataValue, 3.8000000000000003, -7.316E-10, 3.4132E-06, 3.4132E-06, 7.316E-10
DataValue, 4, -7.450700000000001E-10, 3.4383E-06, 3.4383E-06, 7.450700000000001E-10
DataValue, 4.2, -7.5934000000000009E-10, 3.4567000000000003E-06, 3.4567000000000003E-06, 7.5934000000000009E-10
DataValue, 4.4, -7.7332000000000008E-10, 3.4766000000000003E-06, 3.4766000000000003E-06, 7.7332000000000008E-10
DataValue, 4.6000000000000005, -7.8843E-10, 3.4873000000000005E-06, 3.4873000000000005E-06, 7.8843E-10
DataValue, 4.8, -8.0283000000000011E-10, 3.5000000000000004E-06, 3.5000000000000004E-06, 8.0283000000000011E-10
DataValue, 5, -8.1723000000000008E-10, 3.5085000000000004E-06, 3.5085000000000004E-06, 8.1723000000000008E-10
DataValue, 0, -5.0186000000000006E-10, 3.4089000000000005E-10, 3.4089000000000005E-10, 5.0186000000000006E-10
DataValue, 0.2, -5.0915E-10, 3.129E-07, 3.129E-07, 5.0915E-10
DataValue, 0.4, -5.1983000000000005E-10, 6.5032E-07, 6.5032E-07, 5.1983000000000005E-10
DataValue, 0.6, -5.2993E-10, 9.9896E-07, 9.9896E-07, 5.2993E-10
DataValue, 0.8, -5.3861000000000007E-10, 1.3594E-06, 1.3594E-06, 5.3861000000000007E-10
DataValue, 1, -5.4988000000000007E-10, 1.7042000000000001E-06, 1.7042000000000001E-06, 5.4988000000000007E-10
DataValue, 1.2, -5.5973000000000009E-10, 1.9865000000000004E-06, 1.9865000000000004E-06, 5.5973000000000009E-10
DataValue, 1.4000000000000001, -5.7045E-10, 2.3137000000000004E-06, 2.3137000000000004E-06, 5.7045E-10
DataValue, 1.6, -5.8041000000000007E-10, 2.5817E-06, 2.5817E-06, 5.8041000000000007E-10
DataValue, 1.8, -5.9166E-10, 2.8125E-06, 2.8125E-06, 5.9166E-10
DataValue, 2, -6.0213000000000007E-10, 3.0339000000000003E-06, 3.0339000000000003E-06, 6.0213000000000007E-10
DataValue, 2.2, -6.1393000000000007E-10, 3.2315000000000003E-06, 3.2315000000000003E-06, 6.1393000000000007E-10
DataValue, 2.4, -6.2396000000000009E-10, 3.3980000000000003E-06, 3.3980000000000003E-06, 6.2396000000000009E-10
DataValue, 2.6, -6.3929000000000007E-10, 3.5434000000000002E-06, 3.5434000000000002E-06, 6.3929000000000007E-10
DataValue, 2.8000000000000003, -6.5138000000000008E-10, 3.6813000000000002E-06, 3.6813000000000002E-06, 6.5138000000000008E-10
DataValue, 3, -6.6076E-10, 3.7805000000000005E-06, 3.7805000000000005E-06, 6.6076E-10
DataValue, 3.2, -6.7476000000000006E-10, 3.8616000000000004E-06, 3.8616000000000004E-06, 6.7476000000000006E-10
DataValue, 3.4, -6.8753E-10, 3.9228000000000008E-06, 3.9228000000000008E-06, 6.8753E-10
DataValue, 3.6, -7.0017000000000008E-10, 3.9772000000000006E-06, 3.9772000000000006E-06, 7.0017000000000008E-10
DataValue, 3.8000000000000003, -7.134800000000001E-10, 4.0207E-06, 4.0207E-06, 7.134800000000001E-10
DataValue, 4, -7.2796E-10, 4.0555E-06, 4.0555E-06, 7.2796E-10
DataValue, 4.2, -7.4192000000000006E-10, 4.0838000000000006E-06, 4.0838000000000006E-06, 7.4192000000000006E-10
DataValue, 4.4, -7.549900000000001E-10, 4.1059000000000008E-06, 4.1059000000000008E-06, 7.549900000000001E-10
DataValue, 4.6000000000000005, -7.6992000000000007E-10, 4.1289E-06, 4.1289E-06, 7.6992000000000007E-10
DataValue, 4.8, -7.842E-10, 4.1424E-06, 4.1424E-06, 7.842E-10
DataValue, 5, -7.9971E-10, 4.1548000000000004E-06, 4.1548000000000004E-06, 7.9971E-10
DataValue, 0, -4.8801000000000006E-10, 3.3739E-10, 3.3739E-10, 4.8801000000000006E-10
DataValue, 0.2, -4.9522000000000007E-10, 3.2616E-07, 3.2616E-07, 4.9522000000000007E-10
DataValue, 0.4, -5.068E-10, 6.9926E-07, 6.9926E-07, 5.068E-10
DataValue, 0.6, -5.1523000000000009E-10, 1.11622E-06, 1.11622E-06, 5.1523000000000009E-10
DataValue, 0.8, -5.2429000000000006E-10, 1.4655000000000002E-06, 1.4655000000000002E-06, 5.2429000000000006E-10
DataValue, 1, -5.3517E-10, 1.8432000000000002E-06, 1.8432000000000002E-06, 5.3517E-10
DataValue, 1.2, -5.4509E-10, 2.1980000000000004E-06, 2.1980000000000004E-06, 5.4509E-10
DataValue, 1.4000000000000001, -5.5502E-10, 2.5397000000000004E-06, 2.5397000000000004E-06, 5.5502E-10
DataValue, 1.6, -5.6476E-10, 2.8536E-06, 2.8536E-06, 5.6476E-10
DataValue, 1.8, -5.758E-10, 3.1520000000000005E-06, 3.1520000000000005E-06, 5.758E-10
DataValue, 2, -5.8703000000000009E-10, 3.4164000000000004E-06, 3.4164000000000004E-06, 5.8703000000000009E-10
DataValue, 2.2, -5.9860000000000008E-10, 3.6601000000000003E-06, 3.6601000000000003E-06, 5.9860000000000008E-10
DataValue, 2.4, -6.0977000000000006E-10, 3.8666E-06, 3.8666E-06, 6.0977000000000006E-10
DataValue, 2.6, -6.2129E-10, 4.0472000000000008E-06, 4.0472000000000008E-06, 6.2129E-10
DataValue, 2.8000000000000003, -6.3324000000000008E-10, 4.2043000000000006E-06, 4.2043000000000006E-06, 6.3324000000000008E-10
DataValue, 3, -6.4662000000000009E-10, 4.3312E-06, 4.3312E-06, 6.4662000000000009E-10
DataValue, 3.2, -6.5898E-10, 4.4393000000000008E-06, 4.4393000000000008E-06, 6.5898E-10
DataValue, 3.4, -6.7118000000000005E-10, 4.5280000000000005E-06, 4.5280000000000005E-06, 6.7118000000000005E-10
DataValue, 3.6, -6.8362000000000007E-10, 4.6056000000000004E-06, 4.6056000000000004E-06, 6.8362000000000007E-10
DataValue, 3.8000000000000003, -6.9569E-10, 4.6682000000000005E-06, 4.6682000000000005E-06, 6.9569E-10
DataValue, 4, -7.1098000000000006E-10, 4.7185000000000006E-06, 4.7185000000000006E-06, 7.1098000000000006E-10
DataValue, 4.2, -7.2481000000000011E-10, 4.7592E-06, 4.7592E-06, 7.2481000000000011E-10
DataValue, 4.4, -7.3825E-10, 4.794E-06, 4.794E-06, 7.3825E-10
DataValue, 4.6000000000000005, -7.5281E-10, 4.8224000000000006E-06, 4.8224000000000006E-06, 7.5281E-10
DataValue, 4.8, -7.657900000000001E-10, 4.8439E-06, 4.8439E-06, 7.657900000000001E-10
DataValue, 5, -7.8085E-10, 4.8635E-06, 4.8635E-06, 7.8085E-10
DataValue, 0, -4.7417E-10, 3.3482000000000004E-10, 3.3482000000000004E-10, 4.7417E-10
DataValue, 0.2, -4.8134E-10, 3.3428E-07, 3.3428E-07, 4.8134E-10
DataValue, 0.4, -4.9140000000000008E-10, 7.4678E-07, 7.4678E-07, 4.9140000000000008E-10
DataValue, 0.6, -5.0076E-10, 1.162E-06, 1.162E-06, 5.0076E-10
DataValue, 0.8, -5.1009E-10, 1.5787000000000002E-06, 1.5787000000000002E-06, 5.1009E-10
DataValue, 1, -5.2040000000000008E-10, 2.0024E-06, 2.0024E-06, 5.2040000000000008E-10
DataValue, 1.2, -5.3031E-10, 2.4069E-06, 2.4069E-06, 5.3031E-10
DataValue, 1.4000000000000001, -5.428E-10, 2.7869000000000004E-06, 2.7869000000000004E-06, 5.428E-10
DataValue, 1.6, -5.5140000000000008E-10, 3.1672000000000004E-06, 3.1672000000000004E-06, 5.5140000000000008E-10
DataValue, 1.8, -5.6189E-10, 3.4353000000000004E-06, 3.4353000000000004E-06, 5.6189E-10
DataValue, 2, -5.7269E-10, 3.7743000000000004E-06, 3.7743000000000004E-06, 5.7269E-10
DataValue, 2.2, -5.8384E-10, 4.0599000000000007E-06, 4.0599000000000007E-06, 5.8384E-10
DataValue, 2.4, -5.9386000000000006E-10, 4.3085E-06, 4.3085E-06, 5.9386000000000006E-10
DataValue, 2.6, -6.0678E-10, 4.5333E-06, 4.5333E-06, 6.0678E-10
DataValue, 2.8000000000000003, -6.1822000000000006E-10, 4.7306E-06, 4.7306E-06, 6.1822000000000006E-10
DataValue, 3, -6.2927E-10, 4.8994000000000009E-06, 4.8994000000000009E-06, 6.2927E-10
DataValue, 3.2, -6.4248E-10, 5.0423000000000008E-06, 5.0423000000000008E-06, 6.4248E-10
DataValue, 3.4, -6.5505E-10, 5.1613000000000009E-06, 5.1613000000000009E-06, 6.5505E-10
DataValue, 3.6, -6.668700000000001E-10, 5.2691000000000009E-06, 5.2691000000000009E-06, 6.668700000000001E-10
DataValue, 3.8000000000000003, -6.8057000000000006E-10, 5.3565E-06, 5.3565E-06, 6.8057000000000006E-10
DataValue, 4, -6.9290000000000006E-10, 5.4241E-06, 5.4241E-06, 6.9290000000000006E-10
DataValue, 4.2, -7.067300000000001E-10, 5.4806000000000005E-06, 5.4806000000000005E-06, 7.067300000000001E-10
DataValue, 4.4, -7.2106000000000009E-10, 5.5344000000000007E-06, 5.5344000000000007E-06, 7.2106000000000009E-10
DataValue, 4.6000000000000005, -7.3495E-10, 5.5756000000000005E-06, 5.5756000000000005E-06, 7.3495E-10
DataValue, 4.8, -7.491200000000001E-10, 5.6062000000000006E-06, 5.6062000000000006E-06, 7.491200000000001E-10
DataValue, 5, -7.6323000000000006E-10, 5.6364000000000008E-06, 5.6364000000000008E-06, 7.6323000000000006E-10
DataValue, 0, -4.6073E-10, 3.3423000000000004E-10, 3.3423000000000004E-10, 4.6073E-10
DataValue, 0.2, -4.6779E-10, 3.8628E-07, 3.8628E-07, 4.6779E-10
DataValue, 0.4, -4.7784000000000008E-10, 7.9808E-07, 7.9808E-07, 4.7784000000000008E-10
DataValue, 0.6, -4.8723000000000008E-10, 1.2335000000000001E-06, 1.2335000000000001E-06, 4.8723000000000008E-10
DataValue, 0.8, -4.9691E-10, 1.7048000000000002E-06, 1.7048000000000002E-06, 4.9691E-10
DataValue, 1, -5.0567000000000007E-10, 2.1460000000000003E-06, 2.1460000000000003E-06, 5.0567000000000007E-10
DataValue, 1.2, -5.1652E-10, 2.5938E-06, 2.5938E-06, 5.1652E-10
DataValue, 1.4000000000000001, -5.2611000000000006E-10, 3.0232E-06, 3.0232E-06, 5.2611000000000006E-10
DataValue, 1.6, -5.3652E-10, 3.4326000000000004E-06, 3.4326000000000004E-06, 5.3652E-10
DataValue, 1.8, -5.4755E-10, 3.8151E-06, 3.8151E-06, 5.4755E-10
DataValue, 2, -5.5744000000000009E-10, 4.1830000000000004E-06, 4.1830000000000004E-06, 5.5744000000000009E-10
DataValue, 2.2, -5.6888E-10, 4.5121E-06, 4.5121E-06, 5.6888E-10
DataValue, 2.4, -5.7954E-10, 4.8093000000000007E-06, 4.8093000000000007E-06, 5.7954E-10
DataValue, 2.6, -5.9042E-10, 5.0815E-06, 5.0815E-06, 5.9042E-10
DataValue, 2.8000000000000003, -6.0254000000000007E-10, 5.3129E-06, 5.3129E-06, 6.0254000000000007E-10
DataValue, 3, -6.1345000000000009E-10, 5.5231000000000005E-06, 5.5231000000000005E-06, 6.1345000000000009E-10
DataValue, 3.2, -6.2541E-10, 5.7011E-06, 5.7011E-06, 6.2541E-10
DataValue, 3.4, -6.3677000000000007E-10, 5.8333000000000005E-06, 5.8333000000000005E-06, 6.3677000000000007E-10
DataValue, 3.6, -6.5082E-10, 5.9643000000000006E-06, 5.9643000000000006E-06, 6.5082E-10
DataValue, 3.8000000000000003, -6.6404E-10, 6.0852000000000006E-06, 6.0852000000000006E-06, 6.6404E-10
DataValue, 4, -6.7661E-10, 6.1965000000000007E-06, 6.1965000000000007E-06, 6.7661E-10
DataValue, 4.2, -6.910000000000001E-10, 6.2752000000000005E-06, 6.2752000000000005E-06, 6.910000000000001E-10
DataValue, 4.4, -7.0455E-10, 6.3428000000000005E-06, 6.3428000000000005E-06, 7.0455E-10
DataValue, 4.6000000000000005, -7.1803000000000005E-10, 6.3941E-06, 6.3941E-06, 7.1803000000000005E-10
DataValue, 4.8, -7.3275000000000008E-10, 6.4421000000000005E-06, 6.4421000000000005E-06, 7.3275000000000008E-10
DataValue, 5, -7.4693E-10, 6.4829000000000011E-06, 6.4829000000000011E-06, 7.4693E-10
DataValue, 0, -4.4699E-10, 3.3338000000000004E-10, 3.3338000000000004E-10, 4.4699E-10
DataValue, 0.2, -4.5404E-10, 3.548E-07, 3.548E-07, 4.5404E-10
DataValue, 0.4, -4.6378000000000003E-10, 7.6174E-07, 7.6174E-07, 4.6378000000000003E-10
DataValue, 0.6, -4.7261000000000009E-10, 1.3095000000000001E-06, 1.3095000000000001E-06, 4.7261000000000009E-10
